0,1000_4_6,0.43191319704055786,0.13397809863090515,0.4760335087776184,0.0016111249569803476,0.051564693450927734,0.4230495095252991,0.869662880897522,0.0029554949142038822
1,1000_5_1,0.5395092368125916,0.14677876234054565,0.546402096748352,0.010671795345842838,0.10260390490293503,0.5065677165985107,0.7911953926086426,0.01584644615650177
2,1003_33_2,0.3721831738948822,0.27411794662475586,0.3389994204044342,0.8436926007270813,0.15390734374523163,0.3775334656238556,0.5844746232032776,0.08607137948274612
3,1004_29_6,0.44988974928855896,0.6014837026596069,0.2118946611881256,0.001111574936658144,0.06111760810017586,0.12895812094211578,0.9593976140022278,0.0007394865970127285
4,1009_14_1,0.49443161487579346,0.18136334419250488,0.452105313539505,0.41555970907211304,0.10394030809402466,0.42742782831192017,0.6755466461181641,0.03903594985604286
5,1009_9_5,0.19169461727142334,0.20344199240207672,0.20990973711013794,0.97409588098526,0.07886652648448944,0.28500938415527344,0.5885293483734131,0.03087393008172512
6,1011_21_5,0.42978179454803467,0.3229391872882843,0.4543358385562897,0.04035874083638191,0.1923569291830063,0.4386284649372101,0.7079141139984131,0.04948300123214722
7,1012_20_0,0.4682486057281494,0.2655465304851532,0.49226295948028564,0.3679722845554352,0.1975315511226654,0.4716416001319885,0.5758315324783325,0.10362126678228378
8,1013_44_5,0.35578542947769165,0.7494238018989563,0.16376009583473206,0.001545496517792344,0.06147584319114685,0.09891385585069656,0.9578026533126831,0.0006008028867654502
9,1014_6_4,0.19370104372501373,0.6602957248687744,0.2941458225250244,0.22579802572727203,0.2511957287788391,0.2987271845340729,0.5571212768554688,0.07326343655586243
10,1017_9_0,0.4659152328968048,0.4951523542404175,0.41646984219551086,0.12602010369300842,0.3052523732185364,0.37820759415626526,0.6895602941513062,0.12438573688268661
11,1018_3_1,0.2109837681055069,0.2252306193113327,0.2286941558122635,0.9648029804229736,0.09508109837770462,0.29913780093193054,0.5815688967704773,0.04099076986312866
12,1019_37_4,0.5808716416358948,0.22408080101013184,0.458524227142334,0.00511845713481307,0.08891797810792923,0.3737700581550598,0.8814679384231567,0.006541576702147722
